"","1.X","1.Y","2.X","2.Y","3.X","3.Y","4.X","4.Y","5.X","5.Y","6.X","6.Y","7.X","7.Y","8.X","8.Y","9.X","9.Y","10.X","10.Y","11.X","11.Y","12.X","12.Y"
"0",0.36404982392433,0.107838398337331,0.272760467679841,0.0489204850615161,0.189776087082698,0.0582415603400604,-0.00254575980512037,0.0152998888941651,-0.261925385230647,0.0902971718650175,-0.227844976334524,0.0649654914646369,-0.352508883826997,0.0586388783980643,-0.395281085762245,-0.0317033269167997,-0.23464773200865,-0.0800846164836982,-0.00712611574281605,-0.170316087691675,0.293597018027878,-0.120322638295098,0.361696541996253,-0.0417752049735201
"1",0.369439102900486,0.124597257075547,0.271076735005056,0.0490482039400883,0.208595551623307,0.0474081688438395,-0.0171576771404271,0.00479212188797599,-0.26444647175443,0.0877211184730824,-0.232501065045544,0.06228237411354,-0.349700899092448,0.0593188611266548,-0.38858972387634,-0.0271406732972141,-0.233570025109389,-0.07566621710119,-0.00931321891131583,-0.167823074744726,0.287939603911461,-0.127655053814902,0.358228087489583,-0.0368830865026955
"2",0.367969967066674,0.105962394542522,0.290637661046524,0.0526871224248715,0.190686174383449,0.0595355379372765,-0.0137977512164252,0.0114490231154707,-0.267031936275494,0.0884732353691041,-0.22646558728582,0.0601594367193341,-0.354691142798166,0.0593367415705192,-0.389123111129143,-0.0302763064848488,-0.22432795518327,-0.0828972901923876,-0.0222901458292848,-0.164267972890536,0.287452495089828,-0.12053630897219,0.360981332131127,-0.0396256131391359
"3",0.363351379717607,0.12082571597656,0.276270121245508,0.0477061640644009,0.188706433733072,0.0564768596290891,-0.00467512827839382,0.00601580107936701,-0.263437178557807,0.0978793847998176,-0.218836166469118,0.0677526948750354,-0.319768780083411,0.0616240852071786,-0.401165640389775,-0.0304625056965753,-0.253011355563331,-0.0952079082525612,-0.0214504690066432,-0.17682263805898,0.283431229828406,-0.130033399837944,0.370585553823885,-0.0257542537853885
"4",0.385456088686656,0.128236239546083,0.282213163283977,0.0492794040293822,0.156923406429668,0.0542735764866779,0.00986389952722472,0.00372674003327741,-0.266747209917337,0.0897922152144328,-0.231617381700399,0.0611302592320756,-0.36065234999199,0.0650931820721075,-0.376374868148026,-0.0292552071053875,-0.237059767098958,-0.0817239496823987,-0.00312545265046382,-0.166031479673839,0.278556532692647,-0.119046035053156,0.362563938887001,-0.0554749450992547
"5",0.384567792751755,0.128364692305037,0.280638791763665,0.0404303829875466,0.176352442843228,0.060686499053358,-0.00261472485961957,0.0117634231150482,-0.246025697460532,0.0978512850715608,-0.216922298335097,0.0739111964725176,-0.356889201788581,0.0469299419497074,-0.374844186237506,-0.053706971837237,-0.25490692563103,-0.0738088270086714,-0.0349922911237996,-0.161802538202017,0.280746800188,-0.129234294562251,0.364889497889517,-0.0413847893445995
"6",0.364760447543801,0.127470100932149,0.27076334156585,0.043297375831623,0.180225591892508,0.051029067992764,-0.0052335784477322,0.00788250675815316,-0.246083360686072,0.0905866043409378,-0.214342613287127,0.0663849042241083,-0.343664989906413,0.0564803042164645,-0.409008685496969,-0.0356008510028209,-0.236887661329906,-0.0727103800250108,-0.0259032172416764,-0.1719460688892,0.29705356172257,-0.131471888321601,0.368321163671167,-0.0314016760575679
"7",0.379085211181512,0.116510617260877,0.280043858316311,0.0464768300151725,0.18099400508537,0.0590938417957951,-0.0218204318177658,0.0129284847341875,-0.251236990775728,0.0888248817699542,-0.223927651177554,0.0622040528710467,-0.336257289358318,0.0579828992157739,-0.392420741681777,-0.0359204358738272,-0.246255634549989,-0.0858908775142343,-0.0257960946061739,-0.161547437353249,0.288102995016879,-0.122024880289207,0.369488764367233,-0.0386379766322889
"8",0.387241040767424,0.120254308237182,0.282829232556641,0.0488777288648111,0.199682962064558,0.0614927391730322,-0.0131585317675271,0.0129765941363635,-0.256409871373284,0.0786569855166564,-0.226765181869273,0.0541546707545806,-0.354812891786417,0.0565790811389693,-0.397011965957866,-0.0332369615603559,-0.229217785785646,-0.0748945235768496,-0.0175872737048874,-0.156200571678969,0.271984612872374,-0.123789935720642,0.353225653983903,-0.0448701152847783
"9",0.375437368942059,0.114251192834589,0.275454165293479,0.0431966978993676,0.179974768889304,0.0657814261062391,-0.0131619200302618,0.0156354225427612,-0.252464100251326,0.0774619038075932,-0.221635189861217,0.0577471210656275,-0.345672019195838,0.0454140502684615,-0.409986071277112,-0.0250737431963008,-0.238549989515972,-0.0631670986573424,-0.00190877783000321,-0.164301503277833,0.284694812491224,-0.123780327111394,0.367816952345662,-0.0431651422817686
"10",0.381977806241295,0.124614720776634,0.270714691137721,0.0520749062057962,0.194885319951984,0.0568844693203934,-0.0077928906390331,0.0183234093305352,-0.254493044208441,0.0723791347748881,-0.212069317656945,0.0478162632854188,-0.354185923326936,0.064859754116444,-0.407674974117526,-0.0231737283158259,-0.228991819584648,-0.0828976915611289,-0.0194897385752817,-0.161791082968082,0.275862512649186,-0.128949178684418,0.361257378128624,-0.0401409762806551
"11",0.385261605029477,0.123138148484389,0.284030430198937,0.0597434033256126,0.203276691719183,0.0641009264808016,0.00200428607806216,0.0173797420950959,-0.246975337374187,0.0870313190073177,-0.216969270401555,0.0621085601305703,-0.343683162795038,0.0520851212318334,-0.402016472199888,-0.0413427868235254,-0.247832251694034,-0.0855106871765809,-0.0284458013469362,-0.165526233434372,0.26311889374062,-0.130978742306394,0.348230389045359,-0.0422287710147482
