"","1.X","1.Y","2.X","2.Y","3.X","3.Y","4.X","4.Y","5.X","5.Y","6.X","6.Y","7.X","7.Y","8.X","8.Y","9.X","9.Y","10.X","10.Y","11.X","11.Y","12.X","12.Y","new_col"
"1",0.376013997550031,0.111807229836912,0.301396929519139,0.0623193977120079,0.194440090412271,0.0791809564866593,-0.00727012329567701,0.0325143078668284,-0.248117316595123,0.0645437538461814,-0.205543784190473,0.0458784662005939,-0.328220434071465,0.04729468484158,-0.396563346496876,-0.0257123585770418,-0.26562468352324,-0.059125967687392,-0.0587280346125228,-0.167400660737703,0.28540606249673,-0.126300566778009,0.352810642807207,-0.064999243010617,"cfor"
"2",0.383846416800917,0.107115559426024,0.296109901783071,0.0460685174717515,0.185869291209709,0.080354886597127,-0.0246030428392147,0.0218980992629359,-0.249987360137333,0.0723729579674735,-0.208488139864155,0.0452943874277237,-0.325132048899343,0.0616335717652108,-0.381542931652609,-0.0262668937258198,-0.25205014461944,-0.0796424233296632,-0.0862879878326287,-0.160451138400932,0.291167511099802,-0.121390430006094,0.371098534951224,-0.0469870944557367,"cfor"
"3",0.38498493934896,0.112561755823412,0.300968567234105,0.0559836479326995,0.178581193971851,0.0831302978836165,-0.0338385948971082,0.0271696936160583,-0.245567571490495,0.0596950029063273,-0.207623097381808,0.0376157626508766,-0.322433003627938,0.0564634129031936,-0.380237121923682,-0.0110435627765978,-0.26695102527139,-0.0676896897901826,-0.0642485348499469,-0.169649301512792,0.29277963436239,-0.123435535735264,0.363584614525061,-0.060801483901347,"cfor"
"4",0.381305482966045,0.115248895272383,0.286474521141115,0.0459948188592384,0.179796042473483,0.0728706164549947,-0.010975881125205,0.0169815311286913,-0.241816887403412,0.0656087259588839,-0.186696954797721,0.0379416760661847,-0.328523353504549,0.0569160491244769,-0.408249292741147,-0.0151875157523122,-0.270015061537411,-0.062223094834595,-0.0613566849667002,-0.164882208317597,0.295954366902658,-0.12113458529174,0.364103702592844,-0.0481349086686091,"cfor"
"5",0.381881246140813,0.107438591079972,0.291805388948228,0.0438134367998052,0.16429647978406,0.0817877042255414,-0.0238743593506828,0.028296621833278,-0.237100603050346,0.0797210080916168,-0.205002947464084,0.0570456494656943,-0.301873403893684,0.0533351797071778,-0.389685319969732,-0.036923895902911,-0.278204928540495,-0.063593550676374,-0.0697629417999826,-0.18279011728313,0.276758926837161,-0.134961551614301,0.390762462358745,-0.0331690757263696,"cfor"
"6",0.399494868675594,0.0813965182332635,0.306714280084497,0.0377511058978985,0.180444721381665,0.0602317888115868,-0.0279374837247413,0.0196526297640041,-0.243391850539504,0.048297472960082,-0.208807565254444,0.0325191676161334,-0.316788113715803,0.0370814133893055,-0.396205358181348,-0.0200128873372484,-0.283355773243905,-0.0488920514665612,-0.078888044582992,-0.126675553399255,0.284459039974942,-0.0905175158988026,0.38426127912604,-0.0308320885704072,"cfor"
"7",0.384383550911704,0.0899236573814953,0.300674745577545,0.0476186039131927,0.171973962515956,0.0799972816519207,-0.0286933562869735,0.0248288109604365,-0.251121893380431,0.0633500318839977,-0.213118980238772,0.0427183255599302,-0.322501601507251,0.0509298686088182,-0.390145106186363,-0.0188708512168527,-0.270885028118871,-0.0580170504206218,-0.0421252571873878,-0.159441288497208,0.291842853684207,-0.115186533200017,0.369716110216635,-0.0478508566250924,"cfor"
"8",0.387776298150779,0.107455848356347,0.297447145515933,0.0489185745477287,0.175567061980636,0.085221598612488,-0.0434558234106058,0.0172160043280113,-0.249465407194419,0.0690498799009834,-0.215294781031325,0.0444702140796123,-0.314583953820345,0.0587034001321629,-0.377762313020863,-0.0160816608786567,-0.266928602169898,-0.0627600337282796,-0.0507697480337021,-0.17701776461951,0.291107926983428,-0.129467923993283,0.366362196050382,-0.0457081367376027,"cfor"
"9",0.36015927327345,0.0939366899493247,0.288075009894878,0.0405638340693726,0.164779259909698,0.0760675751271054,-0.0360754147226398,0.0259972202701095,-0.260181659988409,0.0689453228385682,-0.220207836292339,0.0474616952175558,-0.327690291992498,0.0565684142860013,-0.382856799475786,-0.0149998098080384,-0.260624505977743,-0.0556316725494936,-0.0254856118607349,-0.16120976969359,0.314039283654665,-0.125721150648583,0.38606929357746,-0.0519783490583327,"cfor"
"10",0.379881373974028,0.10447288653033,0.30662319700605,0.0546512251567533,0.166235471048687,0.0802800343725032,-0.0302670748308351,0.0273740935515792,-0.243927349928845,0.0633356915070829,-0.198345650022409,0.0420927105200534,-0.337735635072555,0.0522946909315533,-0.384525878053926,-0.0193732112767498,-0.261584286073586,-0.0602801577204568,-0.0569988489887758,-0.162603736134833,0.284374966150363,-0.128314271996129,0.376269714791803,-0.0539299554416865,"cfor"
