"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"0",0,0.0217176122693348,0.0195762403250788,0.104247016815706,0.106348336825283,0.101386740215879,0.107610194107131,0.0849761308993078,0.0852007474123589,0.0937095685301261,0.0957416223050896,0.0957416223050896,0.09486091866265,0.0913413286815997,0.0954508478545971,0.102819555130086,0.115815740219069,0.10766557226031,0.064824519333531,0.064824519333531,0.064824519333531,0.0637132174149412,0.0497670620115227,0.0570720139175834,0.0995077916492204,0.0786874032175045,0.0837820706285243
"1",0.0217176122693348,0,0.0199124815342285,0.0996082698547938,0.102843764013362,0.0978085818976844,0.104756667635565,0.0833388750468863,0.083851147262033,0.09452404484822,0.0959935736515991,0.0959935736515991,0.0945237133044543,0.0910745538893871,0.0942372662229393,0.102824314449866,0.118115417370105,0.107116789040772,0.0686175888268634,0.0686175888268634,0.0686175888268634,0.0600141610141211,0.047971450813725,0.0578140919911668,0.0974274922810458,0.0786340247531711,0.0821363891665581
"2",0.0195762403250788,0.0199124815342285,0,0.0930694410838508,0.0972668141063335,0.0899305490860131,0.0973820184556748,0.0758301114055987,0.0766185153053249,0.0854944580301546,0.0866736614072487,0.0866736614072487,0.0850599882829661,0.082711127641947,0.0852625746871348,0.09571492386509,0.106506008308509,0.0997532378557014,0.0775578532484636,0.0775578532484636,0.0775578532484636,0.0516527787216638,0.0407335867209789,0.0501334855879641,0.0899787364025893,0.0703667860666996,0.0744016634390705
"3",0.104247016815706,0.0996082698547938,0.0930694410838508,0,0.0152467266456057,0.0121272265127114,0.0369241898253149,0.0349002578547244,0.0310863926266712,0.0354125048239673,0.0310524545322175,0.0310524545322175,0.0395086794091977,0.038188365433138,0.030153220287647,0.11284155506974,0.099382909230862,0.108068091379688,0.146333886205952,0.146333886205952,0.146333886205952,0.04544332790307,0.0589010409347766,0.0536863467406751,0.0473452645242984,0.0395566927936171,0.0356820135868384
"4",0.106348336825283,0.102843764013362,0.0972668141063335,0.0152467266456057,0,0.0211814954934457,0.0390465889856325,0.036013757439957,0.0308266490335104,0.0350579941815418,0.0314576073473668,0.0314576073473668,0.039755446269953,0.03583787295115,0.0308511558039058,0.118879817706344,0.106220921578497,0.114008042659639,0.14412651262344,0.14412651262344,0.14412651262344,0.0506621262118225,0.0609361694530947,0.0533111462658501,0.0507459326799378,0.0396521864987086,0.0367926689730484
"5",0.101386740215879,0.0978085818976844,0.0899305490860131,0.0121272265127114,0.0211814954934457,0,0.0316335266790583,0.0326254506434005,0.0313413484793528,0.031112864782139,0.0269426509922692,0.0269426509922692,0.032066100832902,0.032942162369419,0.0253881414730224,0.109605935853994,0.0954228651174636,0.105031143612449,0.14559203491874,0.14559203491874,0.14559203491874,0.0411109365864403,0.0560191105631409,0.0508595751964113,0.0410875318071607,0.0330270298909986,0.0286271831474261
"6",0.107610194107131,0.104756667635565,0.0973820184556748,0.0369241898253149,0.0390465889856325,0.0316335266790583,0,0.0348014213240146,0.0373704552380199,0.0393019638456744,0.040320318528434,0.040320318528434,0.0445834177590264,0.0453662545790434,0.0447781137258264,0.12125066401594,0.113821033654309,0.118678876510381,0.149259269807531,0.149259269807531,0.149259269807531,0.0552273894486692,0.0676777761727248,0.0623930974273312,0.0494751462641921,0.043930754678955,0.0436136985394192
"7",0.0849761308993078,0.0833388750468863,0.0758301114055987,0.0349002578547244,0.036013757439957,0.0326254506434005,0.0348014213240146,0,0.0114761780903366,0.0397498660802955,0.0333980407094508,0.0333980407094508,0.0432693597038018,0.0363163957496895,0.0360582886461993,0.119492549107701,0.110458660205502,0.116687052329155,0.125150726731379,0.125150726731379,0.125150726731379,0.0358847394834739,0.0447905128375361,0.0399218122162705,0.0605450952642523,0.0341570481093438,0.0370496347479506
"8",0.0852007474123589,0.083851147262033,0.0766185153053249,0.0310863926266712,0.0308266490335104,0.0313413484793528,0.0373704552380199,0.0114761780903366,0,0.0354975864616358,0.0303004201587655,0.0303004201587655,0.0424679961024157,0.0352331704729759,0.0339669737104217,0.115931906171342,0.107307428521453,0.113244636476973,0.124881607482294,0.124881607482294,0.124881607482294,0.0370618502242984,0.0445020902853135,0.0378643860436712,0.0580117608557803,0.0328296510056304,0.0365949274063607
"9",0.0937095685301261,0.09452404484822,0.0854944580301546,0.0354125048239673,0.0350579941815418,0.031112864782139,0.0393019638456744,0.0397498660802955,0.0354975864616358,0,0.0192443507956063,0.0192443507956063,0.0404298593010604,0.0433235998035384,0.0399294502546846,0.101665651287634,0.090368658198527,0.0982389237306818,0.139306295227458,0.139306295227458,0.139306295227458,0.0469388904435407,0.0554403114526614,0.0468228035336563,0.0416631206630106,0.0327788675827771,0.034584331906508
