"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44"
"0",0,0.0190370838572523,0.0181450612303433,0.0509952704227367,0.0518266757969821,0.0513775887482869,0.0668394543367071,0.0574270253120024,0.0600306715114764,0.0423637463715409,0.0379848246389849,0.0436967812508827,0.0891053499973311,0.0827215618006955,0.0878756274706126,0.0443662320817245,0.0468223361252903,0.0453077880253516,0.0563837699344791,0.0637379148944388,0.0717211704598651,0.0456855357969904,0.0710914955424736,0.0618702784397599,0.0482324938439729,0.0523395537529635,0.0449662027954959,0.0618421469355472,0.0637115871122937,0.0617960846712197,0.0804159723031504,0.0577296001022298,0.0592128024846165,0.0512202853830438,0.0611122860044123,0.0649099204928706,0.0548812739400036,0.04187724458996,0.0482345800114901,0.0698778884087683,0.0627231584980724,0.0690159759545084,0.0456919558905702,0.0496347770217279,0.0449633976573156
"1",0.0190370838572523,0,0.0153162913538291,0.0493093928968301,0.0497020372355887,0.0507636821501891,0.0604051849903654,0.0508073355629285,0.0524401859939419,0.0492429730481703,0.0431126190962158,0.0491448431033198,0.0836797347738573,0.0745909993010437,0.0802071401747766,0.0399015884590262,0.0462413294201307,0.047232500619787,0.0636375498571396,0.0663594318454867,0.0762268796938982,0.0496732772724661,0.0755488316286875,0.062759369145679,0.045997083328196,0.0472915743762353,0.0393184883229422,0.0590441565697277,0.0582001760761906,0.0595538809238494,0.0733348987574952,0.0533034064524457,0.0547269498300626,0.0558960825845538,0.0668264835431804,0.0683067541195511,0.0606054295820891,0.0510044239788071,0.0592532937004757,0.0713663058032973,0.0634786744039814,0.0655976921587063,0.0438096191313379,0.0507087553691161,0.0435123939817365
"2",0.0181450612303433,0.0153162913538291,0,0.047033708499797,0.0480414358005361,0.0491733992510796,0.0633312753779266,0.0534471354073525,0.0564426526171282,0.0461831805303991,0.0418366638478555,0.0486878132267149,0.083652730217844,0.0759205834528267,0.081692657517507,0.0419605350418702,0.0497607851993754,0.0489367480327977,0.0609468141435068,0.0653503312433944,0.0750423835992638,0.0526996969079451,0.0764349187061273,0.0647465555091275,0.0457227032070759,0.0479911623837885,0.0406465384231615,0.0591030176951508,0.0586693152078738,0.0592637270983765,0.0738546469669936,0.0528883248212475,0.0559300128247937,0.0549622895117903,0.0669876768090613,0.0704200830121107,0.0589472374068231,0.049828914015394,0.0583811289649131,0.0702207264644963,0.0639189550567576,0.0655208605166609,0.0419513585670551,0.0499234574631006,0.0420897324598282
"3",0.0509952704227367,0.0493093928968301,0.047033708499797,0,0.0146900688507835,0.0155810595717137,0.0752144455949872,0.072170747294935,0.0711847072877778,0.0582673207391417,0.051433831125429,0.0601812934305832,0.0804771775835631,0.0736609157199838,0.0799750734254644,0.0380848852072098,0.053583219288759,0.0557272577686555,0.0729367701955057,0.0671619324795557,0.0808758712104239,0.0679996835999008,0.0899206486155656,0.0773920975493515,0.0346503653463044,0.042989973495506,0.0397366396206401,0.0506391368603793,0.0484544692181323,0.0493397843480193,0.0636090617054156,0.0529642015316088,0.0555238385680696,0.0610451365591294,0.0793976908834901,0.0763687305409394,0.064168589112501,0.0576803431435974,0.068611094985645,0.0564684894751736,0.05383868303219,0.054296826127738,0.0440136863794872,0.0549553501459753,0.0459249013414982
"4",0.0518266757969821,0.0497020372355887,0.0480414358005361,0.0146900688507835,0,0.00776722203061759,0.0726311113795264,0.0710528563840779,0.0692574859677251,0.0595841353533861,0.051702037412517,0.0606530711245782,0.0781222507340014,0.0732020267189464,0.0781672764591853,0.0343707949440639,0.0505355162829573,0.0530784034701704,0.0732629605240636,0.0648743919303146,0.0796457574576395,0.0670480561551705,0.0920655142460327,0.0785914912290364,0.0378689125507065,0.0454615852395442,0.0412766000916004,0.0526611088880183,0.0494296169729542,0.050119975830321,0.0680635883562805,0.0544232566562525,0.0555842746661681,0.0586232427099163,0.078318475055303,0.0741677723614943,0.0619977007803478,0.0556895828117192,0.0698824512598576,0.0539395949162556,0.0533627397758769,0.0525578654321129,0.0434423390690477,0.0542629853068535,0.0451812762489963
"5",0.0513775887482869,0.0507636821501891,0.0491733992510796,0.0155810595717137,0.00776722203061759,0,0.0769748609029926,0.0747872320882886,0.0731575842989347,0.0580564359341151,0.0504388218509311,0.0592811820562005,0.0815484139229768,0.0767232931227285,0.081735399884819,0.0365698817850167,0.0500728566689051,0.0529029819960845,0.0721951565941649,0.0646978572645617,0.0790537194834204,0.0648448354827606,0.0912939389664711,0.0785482835199524,0.037398283662754,0.0458364382961393,0.0418229890780836,0.0525541397168999,0.0506629622440423,0.0508752462728556,0.0695342078834444,0.0560771778499545,0.0568355416709595,0.0580138712009485,0.0775838243614087,0.073670039057593,0.0627118951599379,0.0545468675118503,0.0670521795090006,0.05341802208842,0.0528875873399917,0.0540724976170333,0.0456236360149236,0.0526794464887585,0.04515412329345
"6",0.0668394543367071,0.0604051849903654,0.0633312753779266,0.0752144455949872,0.0726311113795264,0.0769748609029926,0,0.0186677230550997,0.0121195460947513,0.0861049429939852,0.079468218872921,0.0836454728262586,0.0695056497452342,0.0621122705300082,0.0629074832055413,0.0519033419251645,0.0693889875542166,0.0667531664255551,0.0917389640619898,0.0873543380610036,0.0976094458259181,0.0855148022838038,0.0815519462036856,0.0672233284723695,0.0752660493649756,0.0761943601805332,0.0705066590273399,0.0761979135911547,0.0747569189440517,0.0726666919805458,0.0943595895878051,0.069370593230782,0.0672482770174699,0.0817207003797554,0.0894517762099847,0.0887726209708478,0.0637643648174915,0.071657045999257,0.0904913706354923,0.0843507623178702,0.0737798033562705,0.0695754575213731,0.0584104945578058,0.0810315355736121,0.0716914372182172
"7",0.0574270253120024,0.0508073355629285,0.0534471354073525,0.072170747294935,0.0710528563840779,0.0747872320882886,0.0186677230550997,0,0.0118982216993822,0.0752987304654867,0.0700530951089434,0.0734041478900251,0.0769988980231915,0.0680528114584424,0.0705681628314851,0.0528951518586541,0.0648137205635447,0.0623443905328677,0.0817423055790462,0.0834951775021427,0.091534343533249,0.0757452183810134,0.0718709755997971,0.0574903532705177,0.0738898921488186,0.0742107455164891,0.0677504249154485,0.0754236957370278,0.0748350568227613,0.073229763518374,0.0954665156097877,0.0699276927129353,0.0689029350452965,0.0744126591811806,0.0792278554439783,0.0816987592159232,0.0619317517191476,0.0674635283130841,0.0819912076773908,0.0876903674411254,0.0760529196432901,0.0735195894831584,0.0549366842086852,0.0750156196028782,0.0664207521424035
"8",0.0600306715114764,0.0524401859939419,0.0564426526171282,0.0711847072877778,0.0692574859677251,0.0731575842989347,0.0121195460947513,0.0118982216993822,0,0.0799698537764719,0.0733499570129906,0.077359370890553,0.0717273267594562,0.0628387498214141,0.0645026843217086,0.0491090382415763,0.0636389888299,0.0622590946698992,0.08642955029093,0.0840486064382149,0.0938280928261023,0.078429328204352,0.0769751558320378,0.0617590909536078,0.0714173463908623,0.0722329207421456,0.0660002210878128,0.0728497515533703,0.071569386476757,0.0705249951760719,0.0917917372277692,0.0666972879821869,0.0645083626738149,0.0766702472211141,0.0835096819758435,0.0837836693722241,0.0625657283463841,0.0685586121625746,0.0853212376673761,0.0833380678213905,0.0720607960235526,0.0683115070998907,0.0551795146606361,0.0753242922479743,0.0665006804336025
"9",0.0423637463715409,0.0492429730481703,0.0461831805303991,0.0582673207391417,0.0595841353533861,0.0580564359341151,0.0861049429939852,0.0752987304654867,0.0799698537764719,0,0.0126584924970784,0.0120351149647201,0.107992823838112,0.103579632415824,0.109557309376459,0.06185523539424,0.0412814286330867,0.0379655588612397,0.0234617106263342,0.0495859347635954,0.0476711823595456,0.043068401533563,0.0712891992600763,0.0669842751732538,0.0626116799835299,0.0648402130131835,0.0625920940260269,0.0837878315687085,0.0865398783319455,0.0829970053739758,0.10161573085712,0.0823560686090469,0.0825759483563216,0.0293426459943993,0.0391518301768677,0.0402987643263952,0.0594631370154774,0.0508527102982429,0.0376269438621209,0.0865742773550206,0.077397287351141,0.0855850629783999,0.0526613315559961,0.0573243440905745,0.0525420598236543
