,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,,,0,17.03045,,16.25939097
0,,0.193448729,0.215686623,0.522342581,0.513477332,0.589873755,0.56928534,0.454744117,0.499668338,0.384293472,0.353658656,0.428199291,0.777336355,0.699555461,0.718527937,0.612287869,0.572129185,0.558891835,0.557361928,0.613215679,0.632512953,0.451832945,0.462961887,0.535624144,0.536391147,0.493667314,0.63383713,0.574715494,0.558262378,0.575442218,0.497434919,0.484465742,0.461161548,0.531716372,0.637788993,0.743231948,0.484689754,0.618188637,0.555487393,0.512158322,0.561582762,0.475362879,0.567992257,0.529276134,0.652411861,0.555362376,0.64894357,0.653295239,0.483465848,0.445999297,0.479395258,0.612379917,0.675948763,0.628171826,0.512954914,0.55411548,0.478518284,0.499472265,0.547867699,0.465528746,0.881617414,0.638158274,0.65171354,0.487591469,0.599899622,0.628175892,0.515234759,0.413643568,0.531323984,0.782363279,0.626863368,0.657288127,0.569897878,0.745794835,0.67191876,,,1,16.71858,,
1,0.193448729,,0.164774993,0.524274647,0.525226186,0.513928256,0.497344334,0.376933786,0.414993772,0.443867172,0.388123845,0.443398498,0.729261333,0.632327744,0.637538894,0.58444593,0.556817545,0.516932869,0.537677262,0.586785765,0.583455155,0.451955296,0.43192513,0.544285872,0.524236298,0.494684153,0.643963533,0.518351218,0.572689189,0.549166536,0.452585589,0.477658143,0.477563287,0.593881982,0.657534825,0.74663487,0.541898365,0.667383856,0.517427535,0.514534872,0.538884673,0.446984291,0.497891567,0.495492625,0.677858577,0.595642428,0.58259175,0.629397257,0.487129857,0.469937519,0.48346468,0.658598768,0.621248245,0.648415186,0.528235795,0.529943436,0.46922277,0.449378118,0.485735549,0.433169678,0.817955413,0.591838452,0.644447882,0.522377476,0.642437783,0.652172922,0.591175868,0.519446723,0.624548366,0.743644996,0.631583293,0.638824716,0.597613995,0.791171283,0.796982332,,,2,16.77875,,
0.562455502,0.215686623,0.164774993,,0.535196497,0.583345995,0.521533531,0.52958598,0.419585463,0.464616388,0.432441487,0.398871235,0.459334445,0.739967454,0.667783455,0.66283744,0.586337526,0.575991769,0.537823917,0.517612764,0.555545827,0.562248423,0.466924631,0.445859216,0.557856854,0.543677117,0.494167766,0.662134739,0.512235875,0.547989999,0.577124949,0.483399893,0.531168755,0.514157579,0.584383557,0.668359925,0.74763922,0.593288626,0.674919423,0.538299543,0.539879993,0.577816369,0.483296136,0.529864173,0.538492283,0.723496167,0.581958638,0.585148125,0.634434944,0.483649443,0.456771223,0.495824995,0.58355492,0.691532457,0.613541336,0.57169486,0.531874958,0.514397272,0.515179964,0.536845892,0.551165924,0.836159478,0.616966578,0.627194733,0.529682149,0.648863987,0.686487216,0.646746953,0.531647563,0.642992621,0.76286334,0.664118792,0.658766127,0.634929957,0.829758564,0.737786785,,,3,16.44813,,
3,0.522342581,0.524274647,0.535196497,,0.1646283,0.168383242,0.668298376,0.621694549,0.622929423,0.557136399,0.496672882,0.581381979,0.726797785,0.615858454,0.69555614,0.741676466,0.712133832,0.675672378,0.624751992,0.664487263,0.643218934,0.629142315,0.681136768,0.655919844,0.681481323,0.496177813,0.887645673,0.646815448,0.664557213,0.623682224,0.431964164,0.522899499,0.545169985,0.747918766,0.654213398,0.782519241,0.652552199,0.838716727,0.691861819,0.376594233,0.447853149,0.423562913,0.499714337,0.493346699,0.645553134,0.599756338,0.619785164,0.615997459,0.556429554,0.547696712,0.552151683,0.724626766,0.724417539,0.762642249,0.685659944,0.692587938,0.613582547,0.663424386,0.697167454,0.637387535,0.692656288,0.559946346,0.585678131,0.614669255,0.816714633,0.761594137,0.633419987,0.589951235,0.645943593,0.577647926,0.533253414,0.526324812,0.545755649,0.757559479,0.646598215,,,4,17.19589,,
4,0.513477332,0.525226186,0.583345995,0.1646283,,0.798759576,0.611218854,0.581561777,0.574729271,0.565494933,0.4936444,0.588415823,0.681757868,0.595169188,0.648263657,0.69126182,0.681944415,0.634883485,0.696999493,0.664739725,0.646145921,0.588358793,0.585374388,0.668782539,0.63434777,0.488444938,0.766149146,0.564127516,0.641841719,0.581528941,0.381452273,0.493843141,0.519739184,0.745424923,0.63452695,0.772213454,0.645637345,0.838237444,0.678566672,0.468722889,0.473583827,0.413618113,0.577216837,0.491865853,0.662139636,0.55999828,0.576686789,0.532964149,0.541733973,0.546911274,0.538784887,0.716538726,0.72473164,0.761473928,0.658967465,0.658286245,0.579288595,0.616479258,0.657219974,0.663856894,0.734419557,0.569578143,0.581853725,0.583236671,0.797876197,0.737268478,0.64316889,0.565943485,0.661475482,0.558133788,0.527772977,0.493112829,0.555768681,0.774584843,0.662873392,,,5,17.13818,,
5,0.589873755,0.513928256,0.521533531,0.168383242,0.798759576,,0.654564449,0.616558879,0.612284145,0.555542479,0.488679926,0.572392964,0.784777748,0.614398755,0.678129734,0.718771799,0.762947816,0.667248787,0.615841417,0.667569531,0.662729232,0.595338799,0.683914482,0.676548764,0.651232988,0.489646262,0.772652162,0.594514325,0.649453323,0.596156873,0.412521783,0.498655514,0.513164878,0.696614286,0.637843115,0.768112586,0.612965132,0.821627975,0.66949623,0.396737912,0.472942337,0.415953759,0.491481493,0.485647984,0.635942159,0.569631118,0.598384157,0.573823422,0.532973315,0.532569298,0.528697958,0.743764765,0.743571885,0.781225899,0.667478725,0.686453191,0.596198211,0.63342999,0.679796998,0.61818435,0.756883411,0.594224844,0.62816915,0.583686221,0.794692916,0.736117187,0.631855445,0.555394577,0.629917882,0.553237892,0.514654388,0.586385394,0.535988316,0.734913964,0.632197439,,,6,15.67798,,
6,0.56928534,0.497344334,0.52958598,0.668298376,0.611218854,0.654564449,,0.182523675,0.118946522,0.682714779,0.699532957,0.655332728,0.696157829,0.712436839,0.659844132,0.439956814,0.413691343,0.391191356,0.674396559,0.657928423,0.611298187,0.536375753,0.451678372,0.597498693,0.461744669,0.485633734,0.614133984,0.488922177,0.681469676,0.544624463,0.383187656,0.557783959,0.523985881,0.757915897,0.69282459,0.815393329,0.831656335,0.829458585,0.678925785,0.741957219,0.716756524,0.656181634,0.756367343,0.76153377,0.962737936,0.689472336,0.615787282,0.565698866,0.665349652,0.697665756,0.65374482,0.529446272,0.561982885,0.595285446,0.567595942,0.455619175,0.497865642,0.457233347,0.49652865,0.551646846,0.868333956,0.592541376,0.571885615,0.639515699,0.776646945,0.736927748,0.696647152,0.593555485,0.811592568,0.777134384,0.666515526,0.618856475,0.835782399,0.179117744,0.969532192,,,7,16.44959,,
7,0.454744117,0.376933786,0.419585463,0.621694549,0.581561777,0.616558879,0.182523675,,0.11673972,0.557515539,0.491568585,0.535599422,0.736113756,0.723543895,0.641916488,0.436254158,0.483328883,0.396333791,0.562141219,0.616815647,0.5838786,0.434513872,0.345165547,0.513972839,0.4179374,0.487663879,0.558342567,0.457631328,0.556623137,0.519711524,0.417351238,0.514419155,0.479861592,0.645534381,0.656529284,0.751624914,0.728825596,0.726813545,0.577627749,0.679983237,0.689261626,0.626655319,0.759267858,0.751155642,0.895593118,0.636855956,0.579363931,0.573887276,0.698861144,0.631652699,0.612574845,0.492115975,0.524766285,0.543133998,0.518916885,0.411252138,0.455131837,0.384259296,0.416679492,0.44717484,0.891431389,0.61378945,0.623589333,0.551663992,0.662872437,0.654384559,0.571293638,0.541742388,0.734527218,0.824143646,0.677429642,0.652957838,0.766126574,0.996224131,0.893638169,,,8,16.28962,,
8,0.499668338,0.414993772,0.464616388,0.622929423,0.574729271,0.612284145,0.118946522,0.11673972,,0.622366522,0.539736755,0.59277695,0.696851665,0.686615259,0.596585238,0.434182599,0.398559816,0.368865129,0.572316567,0.624223943,0.586181975,0.48598538,0.393547571,0.562943639,0.412841242,0.488581379,0.569637425,0.463472452,0.584665569,0.516417245,0.373211897,0.535345922,0.483363798,0.776119348,0.665979785,0.781443268,0.763451562,0.782933644,0.624334181,0.661388616,0.674442199,0.686544498,0.699316596,0.784559375,0.932569893,0.656751912,0.574449486,0.556948338,0.613678471,0.645435576,0.671426157,0.526623487,0.554178225,0.586721832,0.526993763,0.422296246,0.453465872,0.384337967,0.426755383,0.466679154,0.851381213,0.575536656,0.554572729,0.591233692,0.722292682,0.692373243,0.586993935,0.566373728,0.767456428,0.764487735,0.645768331,0.653741768,0.782193737,0.111277594,0.96115844,,,9,16.05012,,
